Date,Symbol,AVG Price,High,Low
2021-05-25,ETH,2588.786259592,2724.286757169,2439.83949102
2021-05-24,ETH,2360.440666192,2639.436806943,2122.168670399
2021-05-23,ETH,2102.358352438,2368.30397447,1824.695202004
2021-05-22,ETH,2348.350227924,2449.966075494,2220.354208402
2021-05-21,ETH,2622.704882086,2909.920872357,2280.334763238
2021-05-20,ETH,2692.993363288,2930.249249442,2295.478745528
2021-05-19,ETH,2819.456087504,3397.045717337,2333.817402827
2021-05-18,ETH,3425.384156651,3532.967939626,3305.267205396
2021-05-17,ETH,3383.799793619,3526.457122218,3194.98428776
2021-05-16,ETH,3700.139642292,3858.003403893,3412.135140144
2021-05-15,ETH,3895.518423592,4093.431562555,3693.314832946
2021-05-14,ETH,3966.336690971,4136.192769461,3781.980499152
2021-05-13,ETH,3817.140608834,3999.441531625,3640.499895857
2021-05-12,ETH,4211.032368924,4322.248937234,4017.406994459
2021-05-11,ETH,3987.82560933,4143.966702027,3838.070853625
2021-05-10,ETH,4060.113800738,4178.746390047,3899.258399118
2021-05-09,ETH,3892.555466563,3959.007500428,3797.979698905
2021-05-08,ETH,3649.583678303,3906.07716517,3502.244293055
2021-05-07,ETH,3489.636788945,3688.496176283,3394.93802223
2021-05-06,ETH,3486.067181917,3575.961900715,3424.092254634
2021-05-05,ETH,3365.818274358,3520.523970108,3253.553274243
2021-05-04,ETH,3347.764763767,3485.930988579,3248.777080371
2021-05-03,ETH,3170.079057722,3417.833765729,2982.929629122
2021-05-02,ETH,2928.948620522,2974.489949484,2877.464171266
2021-05-01,ETH,2868.844334313,2944.798980688,2766.00631508
2021-04-30,ETH,2758.361706389,2787.641084796,2739.024414588
2021-04-29,ETH,2737.733211623,2783.783487538,2685.826244845
2021-04-28,ETH,2676.862509206,2731.264896685,2586.368560561
2021-04-27,ETH,2575.226685178,2650.883160008,2499.326646504
2021-04-26,ETH,2473.156459824,2519.001493863,2390.319783295
2021-04-25,ETH,2260.657136595,2343.710408768,2189.362029637
2021-04-24,ETH,2260.601264052,2310.752662643,2196.570820429
2021-04-23,ETH,2278.256782748,2409.20819988,2169.549701516
2021-04-22,ETH,2484.684980272,2622.648454879,2366.83549299
2021-04-21,ETH,2350.123789825,2443.952485862,2259.006294739
2021-04-20,ETH,2190.266073418,2328.951538142,2078.713949804
2021-04-19,ETH,2211.241654802,2264.245701152,2123.444419015
2021-04-18,ETH,2193.86182783,2330.101080266,2087.137751868
2021-04-17,ETH,2430.252217065,2485.942694671,2370.951498147
2021-04-16,ETH,2437.343616024,2534.622152072,2371.620743673
2021-04-15,ETH,2464.745176821,2526.006022537,2423.543110014
2021-04-14,ETH,2360.368499255,2437.910928605,2290.319262956
2021-04-13,ETH,2226.690337247,2302.195450379,2155.518009726
2021-04-12,ETH,2150.420710519,2187.68428051,2128.206487589
2021-04-11,ETH,2143.756713591,2154.337004841,2126.557595836
2021-04-10,ETH,2142.143302513,2174.699837148,2070.040771352
2021-04-09,ETH,2079.666825922,2094.288208628,2063.621324436
2021-04-08,ETH,2032.397355826,2084.386567224,1980.553765357
