,Date,Curve,Curve-ETH,Daily % Change,Cumulative Sum %,Non ETH Curve TVL
0,2020-09-02,1163733.16355564,1163733.16355564,,,0.0
1,2020-10-02,1372109.5210558,1372109.5210558,0.17905853680709094,0.17905853680709094,0.0
2,2020-11-02,960753.411968664,960753.411968664,-0.2997983052917007,-0.12073976848460977,0.0
3,2020-12-02,1006407.95489263,1006407.95489263,0.04751952202846299,-0.07322024645614678,0.0
4,2020-02-13,1258776.40848647,1258776.40848647,0.2507615846704674,0.1775413382143206,0.0
5,2020-02-14,1615312.16568682,1615312.16568682,0.2832399422142349,0.4607812804285555,0.0
6,2020-02-15,1777653.62813594,1777653.62813594,0.10050160327994173,0.5612828837084972,0.0
7,2020-02-16,1784501.20709072,1784501.20709072,0.003852032165546415,0.5651349158740436,0.0
8,2020-02-17,1853352.94127845,1853352.94127845,0.03858318162753127,0.6037180975015749,0.0
9,2020-02-18,1769284.85667849,1769284.85667849,-0.045359997401233976,0.5583581001003409,0.0
10,2020-02-19,1855595.55001004,1855595.55001004,0.04878281357903136,0.6071409136793723,0.0
11,2020-02-20,1884234.46994978,1884234.46994978,0.015433815811632723,0.622574729491005,0.0
12,2020-02-21,1784691.77866837,1784691.77866837,-0.052829248625338554,0.5697454808656665,0.0
13,2020-02-22,1606294.2748156,1606294.2748156,-0.09995983955609389,0.46978564130957257,0.0
14,2020-02-23,1344604.79044729,1344604.79044729,-0.16291503273791563,0.30687060857165693,0.0
15,2020-02-24,1154323.29118512,1154323.29118512,-0.14151481581355363,0.1653557927581033,0.0
16,2020-02-25,1087608.48708343,1087608.48708343,-0.05779559730896122,0.10756019544914208,0.0
17,2020-02-26,1091406.83091306,1091406.83091306,0.0034923815644505307,0.11105257701359261,0.0
18,2020-02-27,792908.587986429,792908.587986429,-0.2734986024202455,-0.16244602540665287,0.0
19,2020-02-28,822155.818535896,822155.818535896,0.03688600551513721,-0.12556001989151566,0.0
20,2020-02-29,808999.344292997,808999.344292997,-0.016002409696896813,-0.14156242958841248,0.0
21,2020-01-03,816678.293022887,816678.293022887,0.009491909708036594,-0.13207051988037588,0.0
22,2020-02-03,836871.451296712,836871.451296712,0.024725964246069543,-0.10734455563430634,0.0
23,2020-03-03,763696.540099045,763696.540099045,-0.08743865152083308,-0.19478320715513942,0.0
24,2020-04-03,774084.355382474,774084.355382474,0.013602019569293633,-0.18118118758584578,0.0
25,2020-05-03,643956.668923337,643956.668923337,-0.16810530474400442,-0.3492864923298502,0.0
26,2020-06-03,646412.86203579,646412.86203579,0.0038142210974529966,-0.3454722712323972,0.0
27,2020-07-03,643645.623670492,643645.623670492,-0.004280914764881016,-0.3497531859972782,0.0
28,2020-08-03,690213.514859696,690213.514859696,0.0723502024664493,-0.27740298353082893,0.0
29,2020-09-03,647684.732820534,647684.732820534,-0.0616168491684882,-0.3390198326993171,0.0
30,2020-10-03,666464.060328655,666464.060328655,0.028994550213250925,-0.3100252824860662,0.0
31,2020-11-03,672562.81626514,672562.81626514,0.009150914954780154,-0.30087436753128605,0.0
32,2020-12-03,626287.430273526,626287.430273526,-0.06880455605409375,-0.3696789235853798,0.0
33,2020-03-13,559463.388683158,559463.388683158,-0.10669867916905684,-0.47637760275443664,0.0
34,2020-03-14,649613.006610338,649613.006610338,0.1611358665298377,-0.31524173622459895,0.0
35,2020-03-15,699537.964074468,699537.964074468,0.07685338340843417,-0.23838835281616477,0.0
36,2020-03-16,898455.348789306,898455.348789306,0.2843553815953621,0.04596702877919734,0.0
37,2020-03-17,866183.521451548,866183.521451548,-0.035919233361173974,0.010047795418023364,0.0
38,2020-03-18,1152787.67581125,1152787.67581125,0.3308815594637631,0.34092935488178644,0.0
39,2020-03-19,1184322.71143313,1184322.71143313,0.02735545867081557,0.368284813552602,0.0
40,2020-03-20,1357905.80237453,1357905.80237453,0.1465673918651358,0.5148522054177378,0.0
41,2020-03-21,1333468.9907311,1333468.9907311,-0.017995954948198833,0.49685625046953896,0.0
42,2020-03-22,1233180.68355628,1233180.68355628,-0.0752085784310852,0.42164767203845377,0.0
43,2020-03-23,1192763.78227081,1192763.78227081,-0.032774517006635695,0.3888731550318181,0.0
44,2020-03-24,1202677.64293786,1202677.64293786,0.008311671442752688,0.39718482647457076,0.0
45,2020-03-25,1193981.35911917,1193981.35911917,-0.007230768668358145,0.3899540578062126,0.0
46,2020-03-26,1157538.46753287,1157538.46753287,-0.03052216126153351,0.3594318965446791,0.0
47,2020-03-27,1145274.83406914,1145274.83406914,-0.010594579625390788,0.3488373169192883,0.0
48,2020-03-28,1114547.41962146,1114547.41962146,-0.026829729889817133,0.3220075870294712,0.0
49,2020-03-29,1120114.60967289,1120114.60967289,0.004995023050092362,0.32700261007956355,0.0
50,2020-03-30,1134273.62209819,1134273.62209819,0.012640681857934988,0.33964329193749854,0.0
51,2020-03-31,1116740.35850452,1116740.35850452,-0.015457701961927639,0.3241855899755709,0.0
52,2020-01-04,1127866.1168496,1127866.1168496,0.009962708216240346,0.33414829819181124,0.0
53,2020-02-04,1131196.68137779,1131196.68137779,0.0029529786190340968,0.33710127681084534,0.0
54,2020-03-04,1125472.19547216,1125472.19547216,-0.005060557549247502,0.33204071926159784,0.0
55,2020-04-04,1110240.24562534,1110240.24562534,-0.013533830429662275,0.31850688883193556,0.0
56,2020-05-04,1110468.92759543,1110468.92759543,0.00020597521211396241,0.3187128640440495,0.0
57,2020-06-04,1110555.71682009,1110555.71682009,7.815547333489548e-05,0.3187910195173844,0.0
58,2020-07-04,1105062.55380679,1105062.55380679,-0.004946319153647738,0.3138447003637367,0.0
59,2020-08-04,1118109.68671029,1118109.68671029,0.011806691719445483,0.32565139208318217,0.0
60,2020-09-04,1118945.09594808,1118945.09594808,0.0007471621502967984,0.32639855423347897,0.0
61,2020-10-04,1129824.01671122,1129824.01671122,0.009722479505504422,0.3361210337389834,0.0
62,2020-11-04,1093537.99107214,1093537.99107214,-0.03211652885969285,0.30400450487929054,0.0
63,2020-12-04,1097357.64993795,1097357.64993795,0.0034929365938765056,0.30749744147316704,0.0
64,2020-04-13,809415.463878956,809415.463878956,-0.2623959345207788,0.04510150695238824,0.0
65,2020-04-14,774516.481737317,774516.481737317,-0.04311627797965811,0.0019852289727301242,0.0
66,2020-04-15,776883.405057941,776883.405057941,0.003056001229715166,0.00504123020244529,0.0
67,2020-04-16,317282.478645576,317282.478645576,-0.591595757381492,-0.5865545271790467,0.0
68,2020-04-17,303359.405244827,303359.405244827,-0.043882263717127445,-0.6304367908961741,0.0
69,2020-04-18,272502.861213895,272502.861213895,-0.10171612779247474,-0.7321529186886488,0.0
70,2020-04-19,267454.932905162,267454.932905162,-0.018524313052150965,-0.7506772317407998,0.0
71,2020-04-20,257512.334307373,257512.334307373,-0.037174855927277206,-0.787852087668077,0.0
72,2020-04-21,162639.005568488,162639.005568488,-0.3684224640892031,-1.1562745517572801,0.0
73,2020-04-22,183599.617224955,183599.617224955,0.12887813463443965,-1.0273964171228405,0.0
74,2020-04-23,2224245.74513405,2224245.74513405,11.114653498480871,10.08725708135803,0.0
75,2020-04-24,9186476.33141288,9186476.33141288,3.1301534920365706,13.217410573394602,0.0
76,2020-04-25,9364664.80806282,9364664.80806282,0.019396825313818145,13.23680739870842,0.0
77,2020-04-26,9597292.84618674,9597292.84618674,0.024841042673906744,13.261648441382327,0.0
78,2020-04-27,9802365.981518,9802365.981518,0.02136781055011161,13.28301625193244,0.0
79,2020-04-28,9871369.13941514,9871369.13941514,0.007039439052494156,13.290055690984934,0.0
80,2020-04-29,10005359.0117235,10005359.0117235,0.013573585428322765,13.303629276413258,0.0
81,2020-04-30,10297832.4764139,10297832.4764139,0.029231681176827617,13.332860957590086,0.0
82,2020-01-05,10828912.0292308,10828912.0292308,0.051571974396872555,13.384432931986957,0.0
83,2020-02-05,10881408.7853636,10881408.7853636,0.004847832911662131,13.389280764898619,0.0
